
> data-vis@1.0.0 as1 /Users/saman/Projects/GitHub/data-vis
> node ./assignment-1/main.js

813 1858 733 97
813 1874 774 81
813 1889 844 64
813 1903 947 49
813 1916 1082 34
813 1928 1240 22
813 1940 1406 13
813 1951 1565 7
813 1961 1707 3
813 1971 1822 1
813 1980 1908 0
813 1988 1965 0
813 1996 1993 0
813 2000 2000 0
854 0 0 0
854 3 -1 0
854 11 -6 0
854 19 -16 0
854 28 -31 0
854 38 -52 1
854 48 -77 2
854 59 -107 4
854 71 -141 7
854 83 -180 12
854 96 -222 17
854 110 -268 23
854 125 -315 31
854 141 -365 39
854 158 -415 47
854 176 -466 57
854 195 -517 67
854 215 -567 78
854 236 -615 89
854 258 -658 101
854 282 -694 113
854 306 -720 125
854 332 -735 136
854 359 -737 146
854 387 -726 154
854 417 -702 160
854 448 -670 163
854 479 -632 165
854 513 -590 166
854 547 -548 167
854 582 -506 168
854 618 -466 169
854 656 -427 170
854 694 -389 172
854 733 -352 175
854 773 -314 178
854 813 -277 181
854 854 -240 185
854 895 -203 188
854 937 -165 192
854 979 -127 195
854 1020 -89 198
854 1062 -51 201
854 1104 -13 204
854 1145 25 207
854 1186 63 209
854 1226 101 211
854 1266 140 213
854 1305 179 215
854 1343 218 215
854 1381 257 216
854 1417 296 216
854 1452 336 215
854 1486 376 214
854 1520 415 212
854 1551 455 210
854 1582 493 206
854 1612 530 202
854 1640 566 196
854 1667 599 190
854 1693 629 182
854 1717 655 173
854 1741 677 163
854 1763 695 152
854 1784 708 140
854 1804 719 128
854 1823 728 115
854 1841 741 102
854 1858 765 87
854 1874 810 73
854 1889 882 58
854 1903 987 43
854 1916 1120 31
854 1928 1274 20
854 1940 1434 12
854 1951 1587 6
854 1961 1722 2
854 1971 1831 1
854 1980 1913 0
854 1988 1966 0
854 1996 1993 0
854 2000 2000 0
895 0 0 0
895 3 -1 0
895 11 -7 0
895 19 -18 0
895 28 -35 0
895 38 -57 1
895 48 -84 2
895 59 -116 4
895 71 -152 6
895 83 -193 9
895 96 -236 14
895 110 -282 18
895 125 -331 24
895 141 -380 30
895 158 -430 36
895 176 -481 42
895 195 -533 49
895 215 -583 57
895 236 -631 65
895 258 -674 74
895 282 -709 83
895 306 -735 92
895 332 -748 101
895 359 -747 108
895 387 -733 114
895 417 -707 119
895 448 -673 122
895 479 -633 123
895 513 -591 124
895 547 -548 125
895 582 -507 125
895 618 -467 127
895 656 -429 128
895 694 -391 131
895 733 -355 133
895 773 -318 136
895 813 -281 140
895 854 -244 143
895 895 -206 147
895 937 -168 150
895 979 -130 154
895 1020 -92 157
895 1062 -54 160
895 1104 -16 163
895 1145 22 166
895 1186 61 169
895 1226 99 172
895 1266 138 174
895 1305 177 175
895 1343 217 177
895 1381 256 178
895 1417 296 179
895 1452 336 179
895 1486 377 178
895 1520 417 178
895 1551 458 176
895 1582 497 174
895 1612 536 170
895 1640 573 166
895 1667 607 161
895 1693 639 155
895 1717 667 148
895 1741 691 140
895 1763 710 132
895 1784 726 122
895 1804 739 112
895 1823 750 102
895 1841 766 90
895 1858 794 78
895 1874 842 65
895 1889 917 51
895 1903 1023 39
895 1916 1155 27
895 1928 1305 17
895 1940 1459 10
895 1951 1606 5
895 1961 1735 2
895 1971 1839 0
895 1980 1917 0
895 1988 1968 0
895 1996 1993 0
895 2000 2000 0
937 0 0 0
937 3 -1 0
937 11 -7 0
937 19 -19 0
937 28 -37 0
937 38 -61 0
937 48 -90 1
937 59 -123 3
937 71 -161 4
937 83 -202 7
937 96 -246 9
937 110 -293 13
937 125 -341 16
937 141 -390 19
937 158 -440 22
937 176 -491 26
937 195 -542 30
937 215 -593 34
937 236 -642 39
937 258 -685 45
937 282 -721 51
937 306 -745 58
937 332 -757 64
937 359 -755 69
937 387 -739 74
937 417 -711 77
937 448 -675 79
937 479 -634 81
937 513 -592 81
937 547 -549 82
937 582 -508 83
937 618 -469 85
937 656 -431 86
937 694 -394 89
937 733 -358 92
937 773 -321 95
937 813 -284 98
937 854 -247 101
937 895 -210 105
937 937 -172 109
937 979 -134 112
937 1020 -96 116
937 1062 -57 119
937 1104 -19 123
937 1145 19 126
937 1186 58 129
937 1226 97 132
937 1266 136 134
937 1305 175 137
937 1343 215 139
937 1381 255 141
937 1417 295 142
937 1452 336 143
937 1486 377 143
937 1520 418 143
937 1551 459 143
937 1582 500 142
937 1612 539 140
937 1640 578 137
937 1667 614 134
937 1693 647 130
937 1717 676 125
937 1741 702 119
937 1763 723 112
937 1784 740 105
937 1804 755 97
937 1823 769 88
937 1841 788 79
937 1858 819 68
937 1874 870 57
937 1889 948 45
937 1903 1055 34
937 1916 1186 23
937 1928 1332 15
937 1940 1482 9
937 1951 1623 4
937 1961 1746 2
937 1971 1846 0
937 1980 1920 0
937 1988 1969 0
937 1996 1993 0
937 2000 2000 0
979 0 0 0
979 3 -1 0
979 11 -8 0
979 19 -21 0
979 28 -39 0
979 38 -64 0
979 48 -94 1
979 59 -128 1
979 71 -167 2
979 83 -208 3
979 96 -252 5
979 110 -298 6
979 125 -345 6
979 141 -394 7
979 158 -444 7
979 176 -495 8
979 195 -547 8
979 215 -598 10
979 236 -648 11
979 258 -692 14
979 282 -728 17
979 306 -752 21
979 332 -764 25
979 359 -760 29
979 387 -743 32
979 417 -714 34
979 448 -677 36
979 479 -636 38
979 513 -592 39
979 547 -550 40
979 582 -510 41
979 618 -471 43
979 656 -433 45
979 694 -397 47
979 733 -361 50
979 773 -324 53
979 813 -288 56
979 854 -251 60
979 895 -213 63
979 937 -176 67
979 979 -138 71
979 1020 -99 74
979 1062 -61 78
979 1104 -22 82
979 1145 15 85
979 1186 54 89
979 1226 94 92
979 1266 133 95
979 1305 173 98
979 1343 213 101
979 1381 253 104
979 1417 293 106
979 1452 335 108
979 1486 376 109
979 1520 418 110
979 1551 459 111
979 1582 501 111
979 1612 541 110
979 1640 580 109
979 1667 617 108
979 1693 652 105
979 1717 683 102
979 1741 709 98
979 1763 732 94
979 1784 751 88
979 1804 768 83
979 1823 784 76
979 1841 806 68
979 1858 841 59
979 1874 895 50
979 1889 976 39
979 1903 1083 29
979 1916 1213 20
979 1928 1356 13
979 1940 1501 7
979 1951 1637 3
979 1961 1756 1
979 1971 1852 0
979 1980 1923 0
979 1988 1970 0
979 1996 1994 0
979 2000 2000 0
1020 0 0 0
1020 3 -1 0
1020 11 -8 0
1020 19 -21 0
1020 28 -41 0
1020 38 -66 0
1020 48 -96 0
1020 59 -130 0
1020 71 -168 0
1020 83 -209 0
1020 96 -253 -0
1020 110 -297 -1
1020 125 -344 -3
1020 141 -392 -5
1020 158 -441 -7
1020 176 -493 -10
1020 195 -545 -13
1020 215 -598 -15
1020 236 -649 -16
1020 258 -694 -17
1020 282 -731 -17
1020 306 -756 -16
1020 332 -767 -14
1020 359 -764 -12
1020 387 -746 -10
1020 417 -717 -8
1020 448 -679 -6
1020 479 -637 -4
1020 513 -594 -3
1020 547 -551 -2
1020 582 -511 -0
1020 618 -473 0
1020 656 -436 3
1020 694 -400 5
1020 733 -364 8
1020 773 -328 11
1020 813 -291 14
1020 854 -254 18
1020 895 -217 21
1020 937 -179 25
1020 979 -141 29
1020 1020 -103 33
1020 1062 -65 37
1020 1104 -26 41
1020 1145 12 45
1020 1186 51 49
1020 1226 90 53
1020 1266 129 56
1020 1305 169 60
1020 1343 209 64
1020 1381 250 67
1020 1417 291 70
1020 1452 332 73
1020 1486 374 75
1020 1520 416 78
1020 1551 458 79
1020 1582 500 81
1020 1612 541 82
1020 1640 581 82
1020 1667 619 82
1020 1693 654 81
1020 1717 686 80
1020 1741 714 78
1020 1763 738 76
1020 1784 759 73
1020 1804 777 69
1020 1823 796 64
1020 1841 821 58
1020 1858 859 51
1020 1874 917 43
1020 1889 1000 34
1020 1903 1108 25
1020 1916 1237 17
1020 1928 1377 11
1020 1940 1518 6
1020 1951 1650 3
1020 1961 1764 1
1020 1971 1856 0
1020 1980 1925 0
1020 1988 1971 0
1020 1996 1994 0
1020 2000 2000 0
1062 0 0 0
1062 3 -1 -0
1062 11 -8 -0
1062 19 -21 -0
1062 28 -40 -0
1062 38 -65 -0
1062 48 -95 -0
1062 59 -129 -1
1062 71 -166 -2
1062 83 -206 -3
1062 96 -248 -6
1062 110 -291 -9
1062 125 -336 -13
1062 141 -383 -18
1062 158 -433 -24
1062 176 -485 -29
1062 195 -538 -35
1062 215 -592 -41
1062 236 -644 -46
1062 258 -691 -50
1062 282 -729 -53
1062 306 -756 -55
1062 332 -769 -55
1062 359 -766 -55
1062 387 -749 -53
1062 417 -719 -52
1062 448 -681 -50
1062 479 -639 -48
1062 513 -595 -46
1062 547 -553 -44
1062 582 -513 -43
1062 618 -475 -41
1062 656 -438 -39
1062 694 -402 -36
1062 733 -367 -33
1062 773 -331 -30
1062 813 -295 -27
1062 854 -258 -24
1062 895 -221 -20
1062 937 -183 -16
1062 979 -145 -12
1062 1020 -107 -8
1062 1062 -69 -4
1062 1104 -30 0
1062 1145 7 4
1062 1186 46 9
1062 1226 86 13
1062 1266 125 18
1062 1305 165 22
1062 1343 205 26
1062 1381 246 31
1062 1417 287 35
1062 1452 329 39
1062 1486 371 42
1062 1520 413 45
1062 1551 456 49
1062 1582 498 51
1062 1612 540 54
1062 1640 580 56
1062 1667 618 57
1062 1693 654 58
1062 1717 687 59
1062 1741 716 59
1062 1763 741 59
1062 1784 763 57
1062 1804 783 56
1062 1823 804 53
1062 1841 832 48
1062 1858 874 43
1062 1874 935 36
1062 1889 1021 28
1062 1903 1130 21
1062 1916 1258 14
1062 1928 1395 9
1062 1940 1532 5
1062 1951 1660 2
1062 1961 1770 1
1062 1971 1860 0
1062 1980 1927 0
1062 1988 1972 0
1062 1996 1994 0
1062 2000 2000 0
1104 0 0 0
1104 3 -1 -0
1104 11 -8 -0
1104 19 -20 -0
1104 28 -39 -0
1104 38 -63 -0
1104 48 -92 -1
1104 59 -124 -2
1104 71 -160 -4
1104 83 -198 -7
1104 96 -237 -11
1104 110 -279 -17
1104 125 -323 -23
1104 141 -369 -31
1104 158 -418 -40
1104 176 -470 -49
1104 195 -525 -58
1104 215 -580 -67
1104 236 -634 -75
1104 258 -683 -83
1104 282 -724 -89
1104 306 -753 -94
1104 332 -768 -97
1104 359 -767 -98
1104 387 -751 -98
1104 417 -722 -96
1104 448 -684 -94
1104 479 -641 -92
1104 513 -598 -89
1104 547 -555 -87
1104 582 -515 -85
1104 618 -477 -83
1104 656 -441 -81
1104 694 -405 -78
1104 733 -370 -76
1104 773 -334 -73
1104 813 -298 -69
1104 854 -262 -66
1104 895 -225 -62
1104 937 -187 -58
1104 979 -150 -54
1104 1020 -112 -50
1104 1062 -73 -45
1104 1104 -35 -40
1104 1145 3 -35
1104 1186 41 -30
1104 1226 81 -25
1104 1266 120 -20
1104 1305 160 -15
1104 1343 200 -10
1104 1381 241 -4
1104 1417 282 0
1104 1452 324 4
1104 1486 366 9
1104 1520 409 14
1104 1551 451 18
1104 1582 494 22
1104 1612 536 26
1104 1640 577 30
1104 1667 615 33
1104 1693 652 36
1104 1717 685 39
1104 1741 715 41
1104 1763 741 42
1104 1784 764 43
1104 1804 785 43
1104 1823 809 42
1104 1841 840 39
1104 1858 886 35
1104 1874 950 30
1104 1889 1038 23
1104 1903 1148 17
1104 1916 1275 11
1104 1928 1410 7
1104 1940 1544 4
1104 1951 1668 1
1104 1961 1775 0
1104 1971 1862 0
1104 1980 1928 0
1104 1988 1972 0
1104 1996 1994 0
1104 2000 2000 0
1145 0 0 0
1145 3 -1 -0
1145 11 -7 -0
1145 19 -19 -0
1145 28 -37 -0
1145 38 -59 -1
1145 48 -86 -2
1145 59 -116 -4
1145 71 -149 -7
1145 83 -185 -11
1145 96 -222 -17
1145 110 -262 -24
1145 125 -304 -33
1145 141 -349 -43
1145 158 -398 -55
1145 176 -450 -67
1145 195 -506 -79
1145 215 -563 -92
1145 236 -618 -104
1145 258 -670 -115
1145 282 -713 -125
1145 306 -746 -133
1145 332 -763 -138
1145 359 -765 -141
1145 387 -751 -142
1145 417 -724 -141
1145 448 -687 -139
1145 479 -644 -136
1145 513 -601 -133
1145 547 -558 -130
1145 582 -517 -127
1145 618 -479 -125
1145 656 -443 -123
1145 694 -408 -120
1145 733 -372 -118
1145 773 -337 -115
1145 813 -301 -112
1145 854 -265 -108
1145 895 -228 -104
1145 937 -191 -100
1145 979 -154 -96
1145 1020 -116 -91
1145 1062 -78 -86
1145 1104 -40 -81
1145 1145 -2 -76
1145 1186 36 -70
1145 1226 75 -65
1145 1266 114 -59
1145 1305 154 -53
1145 1343 194 -47
1145 1381 235 -40
1145 1417 276 -34
1145 1452 318 -28
1145 1486 360 -22
1145 1520 403 -16
1145 1551 445 -11
1145 1582 488 -5
1145 1612 530 0
1145 1640 571 5
1145 1667 610 10
1145 1693 647 15
1145 1717 680 19
1145 1741 711 23
1145 1763 737 27
1145 1784 761 29
1145 1804 785 31
1145 1823 811 32
1145 1841 846 30
1145 1858 894 28
1145 1874 963 24
1145 1889 1053 19
1145 1903 1163 13
1145 1916 1289 9
1145 1928 1422 5
1145 1940 1553 3
1145 1951 1674 1
1145 1961 1779 0
1145 1971 1864 0
1145 1980 1929 0
1145 1988 1972 0
1145 1996 1994 0
1145 2000 2000 0
1186 0 0 0
1186 3 -1 -0
1186 11 -6 -0
1186 19 -17 -0
1186 28 -33 -0
1186 38 -53 -1
1186 48 -77 -3
1186 59 -105 -5
1186 71 -135 -9
1186 83 -167 -15
1186 96 -202 -22
1186 110 -239 -31
1186 125 -280 -42
1186 141 -324 -55
1186 158 -372 -68
1186 176 -425 -83
1186 195 -481 -99
1186 215 -539 -115
1186 236 -597 -131
1186 258 -651 -146
1186 282 -698 -160
1186 306 -734 -171
1186 332 -756 -179
1186 359 -762 -185
1186 387 -751 -187
1186 417 -726 -186
1186 448 -690 -184
1186 479 -648 -181
1186 513 -604 -177
1186 547 -561 -173
1186 582 -520 -170
1186 618 -482 -167
1186 656 -445 -165
1186 694 -410 -163
1186 733 -375 -160
1186 773 -340 -157
1186 813 -305 -154
1186 854 -269 -151
1186 895 -232 -147
1186 937 -196 -142
1186 979 -159 -138
1186 1020 -121 -133
1186 1062 -83 -128
1186 1104 -46 -122
1186 1145 -7 -116
1186 1186 30 -110
1186 1226 69 -104
1186 1266 108 -97
1186 1305 147 -91
1186 1343 187 -84
1186 1381 228 -76
1186 1417 269 -69
1186 1452 311 -62
1186 1486 353 -55
1186 1520 395 -47
1186 1551 438 -40
1186 1582 480 -33
1186 1612 522 -26
1186 1640 563 -19
1186 1667 602 -12
1186 1693 639 -5
1186 1717 673 0
1186 1741 703 6
1186 1763 731 12
1186 1784 756 16
1186 1804 781 20
1186 1823 810 22
1186 1841 848 22
1186 1858 900 21
1186 1874 972 18
1186 1889 1064 14
1186 1903 1176 10
1186 1916 1301 6
1186 1928 1432 4
1186 1940 1560 2
1186 1951 1678 0
1186 1961 1781 0
1186 1971 1866 0
1186 1980 1930 0
1186 1988 1973 0
1186 1996 1994 0
1186 2000 2000 0
1226 0 0 0
1226 3 -1 -0
1226 11 -5 -0
1226 19 -15 -0
1226 28 -28 -0
1226 38 -46 -1
1226 48 -67 -3
1226 59 -91 -7
1226 71 -117 -11
1226 83 -147 -18
1226 96 -178 -26
1226 110 -213 -37
1226 125 -251 -49
1226 141 -294 -64
1226 158 -342 -80
1226 176 -394 -98
1226 195 -451 -116
1226 215 -510 -136
1226 236 -570 -155
1226 258 -627 -175
1226 282 -677 -192
1226 306 -718 -207
1226 332 -745 -219
1226 359 -756 -227
1226 387 -749 -232
1226 417 -728 -232
1226 448 -694 -230
1226 479 -653 -226
1226 513 -609 -221
1226 547 -565 -217
1226 582 -524 -213
1226 618 -485 -210
1226 656 -448 -207
1226 694 -413 -205
1226 733 -378 -202
1226 773 -343 -199
1226 813 -308 -196
1226 854 -272 -193
1226 895 -236 -189
1226 937 -200 -185
1226 979 -163 -180
1226 1020 -126 -175
1226 1062 -89 -169
1226 1104 -51 -163
1226 1145 -14 -157
1226 1186 24 -151
1226 1226 62 -144
1226 1266 101 -136
1226 1305 140 -129
1226 1343 180 -121
1226 1381 220 -113
1226 1417 261 -104
1226 1452 302 -96
1226 1486 344 -87
1226 1520 386 -78
1226 1551 428 -70
1226 1582 471 -61
1226 1612 512 -52
1226 1640 553 -43
1226 1667 592 -34
1226 1693 629 -25
1226 1717 663 -17
1226 1741 693 -9
1226 1763 722 -2
1226 1784 748 4
1226 1804 775 9
1226 1823 807 13
1226 1841 848 14
1226 1858 904 14
1226 1874 978 13
1226 1889 1073 10
1226 1903 1185 7
1226 1916 1310 4
1226 1928 1439 2
1226 1940 1565 1
1226 1951 1681 0
1226 1961 1783 0
1226 1971 1866 -0
1226 1980 1930 -0
1226 1988 1973 -0
1226 1996 1994 -0
1226 2000 2000 0
1266 0 0 0
1266 3 -0 -0
1266 11 -4 -0
1266 19 -12 -0
1266 28 -23 -0
1266 38 -37 -2
1266 48 -55 -4
1266 59 -75 -7
1266 71 -98 -13
1266 83 -123 -20
1266 96 -152 -29
1266 110 -184 -41
1266 125 -220 -55
1266 141 -261 -71
1266 158 -307 -89
1266 176 -359 -109
1266 195 -416 -130
1266 215 -476 -153
1266 236 -537 -176
1266 258 -596 -199
1266 282 -651 -221
1266 306 -697 -241
1266 332 -729 -257
1266 359 -746 -269
1266 387 -745 -275
1266 417 -728 -278
1266 448 -698 -276
1266 479 -658 -272
1266 513 -615 -267
1266 547 -570 -261
1266 582 -528 -256
1266 618 -488 -253
1266 656 -451 -249
1266 694 -415 -247
1266 733 -380 -244
1266 773 -346 -241
1266 813 -311 -238
1266 854 -276 -235
1266 895 -240 -231
1266 937 -204 -227
1266 979 -168 -222
1266 1020 -131 -217
1266 1062 -95 -211
1266 1104 -57 -205
1266 1145 -20 -198
1266 1186 17 -191
1266 1226 55 -183
1266 1266 93 -175
1266 1305 132 -167
1266 1343 171 -158
1266 1381 211 -149
1266 1417 251 -139
1266 1452 292 -130
1266 1486 333 -120
1266 1520 375 -109
1266 1551 417 -99
1266 1582 459 -88
1266 1612 500 -77
1266 1640 541 -67
1266 1667 579 -56
1266 1693 616 -45
1266 1717 650 -35
1266 1741 681 -25
1266 1763 709 -15
1266 1784 737 -7
1266 1804 766 -0
1266 1823 801 4
1266 1841 845 7
1266 1858 905 8
1266 1874 982 8
1266 1889 1079 6
1266 1903 1192 4
1266 1916 1316 2
1266 1928 1444 1
1266 1940 1568 0
1266 1951 1683 -0
1266 1961 1783 -0
1266 1971 1866 -0
1266 1980 1929 -0
1266 1988 1972 -0
1266 1996 1994 -0
1266 2000 2000 0
1305 0 0 0
1305 3 -0 -0
1305 11 -3 -0
1305 19 -9 -0
1305 28 -17 -0
1305 38 -28 -2
1305 48 -41 -4
1305 59 -58 -8
1305 71 -76 -13
1305 83 -98 -21
1305 96 -123 -31
1305 110 -152 -43
1305 125 -186 -58
1305 141 -225 -75
1305 158 -270 -95
1305 176 -320 -116
1305 195 -376 -140
1305 215 -436 -165
1305 236 -498 -192
1305 258 -560 -219
1305 282 -618 -246
1305 306 -669 -270
1305 332 -708 -291
1305 359 -732 -307
1305 387 -738 -318
1305 417 -727 -323
1305 448 -701 -322
1305 479 -664 -319
1305 513 -621 -313
1305 547 -576 -306
1305 582 -533 -300
1305 618 -492 -295
1305 656 -454 -292
1305 694 -418 -288
1305 733 -383 -286
1305 773 -349 -283
1305 813 -314 -280
1305 854 -279 -277
1305 895 -244 -273
1305 937 -209 -269
1305 979 -173 -264
1305 1020 -137 -259
1305 1062 -101 -253
1305 1104 -64 -246
1305 1145 -27 -239
1305 1186 9 -231
1305 1226 46 -223
1305 1266 84 -214
1305 1305 123 -205
1305 1343 161 -195
1305 1381 200 -185
1305 1417 240 -174
1305 1452 281 -163
1305 1486 322 -152
1305 1520 363 -140
1305 1551 404 -128
1305 1582 446 -116
1305 1612 486 -103
1305 1640 526 -90
1305 1667 564 -77
1305 1693 600 -64
1305 1717 634 -52
1305 1741 665 -40
1305 1763 694 -28
1305 1784 723 -18
1305 1804 755 -10
1305 1823 792 -3
1305 1841 840 0
1305 1858 903 2
1305 1874 984 3
1305 1889 1082 2
1305 1903 1196 1
1305 1916 1320 0
1305 1928 1447 0
1305 1940 1570 -0
1305 1951 1683 -0
1305 1961 1783 -0
1305 1971 1865 -0
1305 1980 1929 -0
1305 1988 1972 -0
1305 1996 1994 -0
1305 2000 2000 0
1343 0 0 0
1343 3 -0 -0
1343 11 -2 -0
1343 19 -5 -0
1343 28 -11 -0
1343 38 -18 -2
1343 48 -28 -4
1343 59 -40 -8
1343 71 -55 -14
1343 83 -73 -21
1343 96 -94 -31
1343 110 -120 -44
1343 125 -151 -59
1343 141 -187 -76
1343 158 -230 -97
1343 176 -279 -119
1343 195 -334 -145
1343 215 -393 -173
1343 236 -455 -202
1343 258 -519 -233
1343 282 -580 -264
1343 306 -635 -294
1343 332 -681 -320
1343 359 -712 -342
1343 387 -726 -357
1343 417 -723 -366
1343 448 -703 -368
1343 479 -670 -365
1343 513 -628 -360
1343 547 -584 -352
1343 582 -539 -345
1343 618 -497 -339
1343 656 -458 -334
1343 694 -421 -330
1343 733 -386 -327
1343 773 -351 -324
1343 813 -317 -322
1343 854 -283 -319
1343 895 -248 -315
1343 937 -213 -311
1343 979 -178 -306
1343 1020 -142 -300
1343 1062 -107 -294
1343 1104 -71 -288
1343 1145 -34 -280
1343 1186 1 -272
1343 1226 38 -263
1343 1266 75 -254
1343 1305 113 -244
1343 1343 151 -233
1343 1381 189 -222
1343 1417 228 -210
1343 1452 268 -197
1343 1486 308 -185
1343 1520 349 -171
1343 1551 389 -157
1343 1582 430 -143
1343 1612 470 -128
1343 1640 509 -113
1343 1667 546 -98
1343 1693 582 -83
1343 1717 615 -68
1343 1741 647 -54
1343 1763 677 -41
1343 1784 707 -29
1343 1804 741 -19
1343 1823 782 -11
1343 1841 833 -6
1343 1858 899 -2
1343 1874 983 -0
1343 1889 1083 -0
1343 1903 1198 -0
1343 1916 1322 -0
1343 1928 1448 -1
1343 1940 1570 -1
1343 1951 1683 -0
1343 1961 1782 -0
1343 1971 1864 -0
1343 1980 1928 -0
1343 1988 1972 -0
1343 1996 1994 -0
1343 2000 2000 0
1381 0 0 0
1381 3 -0 -0
1381 11 -1 -0
1381 19 -2 -0
1381 28 -5 -0
1381 38 -9 -2
1381 48 -15 -4
1381 59 -23 -7
1381 71 -34 -13
1381 83 -48 -20
1381 96 -66 -30
1381 110 -88 -42
1381 125 -116 -57
1381 141 -150 -75
1381 158 -190 -95
1381 176 -236 -118
1381 195 -289 -145
1381 215 -346 -174
1381 236 -408 -206
1381 258 -472 -241
1381 282 -535 -276
1381 306 -595 -310
1381 332 -646 -343
1381 359 -686 -370
1381 387 -709 -392
1381 417 -714 -406
1381 448 -702 -412
1381 479 -674 -412
1381 513 -636 -407
1381 547 -592 -399
1381 582 -547 -391
1381 618 -504 -383
1381 656 -463 -377
1381 694 -425 -372
1381 733 -389 -369
1381 773 -354 -365
1381 813 -320 -363
1381 854 -286 -360
1381 895 -252 -356
1381 937 -217 -352
1381 979 -183 -348
1381 1020 -148 -342
1381 1062 -113 -336
1381 1104 -77 -329
1381 1145 -42 -321
1381 1186 -6 -313
1381 1226 29 -303
1381 1266 65 -293
1381 1305 102 -282
1381 1343 139 -271
1381 1381 177 -259
1381 1417 215 -245
1381 1452 254 -232
1381 1486 293 -217
1381 1520 333 -202
1381 1551 373 -186
1381 1582 412 -170
1381 1612 451 -153
1381 1640 489 -136
1381 1667 526 -119
1381 1693 561 -101
1381 1717 594 -85
1381 1741 626 -68
1381 1763 657 -53
1381 1784 689 -39
1381 1804 725 -28
1381 1823 769 -19
1381 1841 824 -12
1381 1858 893 -7
1381 1874 980 -5
1381 1889 1082 -3
1381 1903 1198 -3
1381 1916 1321 -2
1381 1928 1447 -2
1381 1940 1568 -1
1381 1951 1681 -1
1381 1961 1780 -0
1381 1971 1863 -0
1381 1980 1927 -0
1381 1988 1971 -0
1381 1996 1994 -0
1381 2000 2000 0
1417 0 0 0
1417 3 0 -0
1417 11 0 -0
1417 19 0 -0
1417 28 -0 -0
1417 38 -1 -1
1417 48 -3 -3
1417 59 -8 -7
1417 71 -14 -12
1417 83 -25 -19
1417 96 -39 -28
1417 110 -58 -39
1417 125 -82 -53
1417 141 -113 -70
1417 158 -150 -90
1417 176 -194 -113
1417 195 -243 -140
1417 215 -298 -170
1417 236 -358 -204
1417 258 -421 -240
1417 282 -485 -279
1417 306 -548 -319
1417 332 -604 -357
1417 359 -651 -392
1417 387 -684 -420
1417 417 -699 -441
1417 448 -696 -453
1417 479 -676 -457
1417 513 -642 -454
1417 547 -601 -447
1417 582 -556 -438
1417 618 -511 -429
1417 656 -469 -421
1417 694 -429 -415
1417 733 -392 -410
1417 773 -357 -406
1417 813 -322 -403
1417 854 -289 -400
1417 895 -255 -397
1417 937 -221 -393
1417 979 -187 -389
1417 1020 -153 -383
1417 1062 -119 -377
1417 1104 -84 -370
1417 1145 -50 -362
1417 1186 -15 -353
1417 1226 20 -344
1417 1266 55 -333
1417 1305 91 -321
1417 1343 127 -309
1417 1381 164 -295
1417 1417 201 -281
1417 1452 239 -266
1417 1486 277 -250
1417 1520 315 -233
1417 1551 354 -215
1417 1582 392 -197
1417 1612 430 -178
1417 1640 467 -159
1417 1667 503 -139
1417 1693 537 -119
1417 1717 570 -100
1417 1741 602 -82
1417 1763 634 -65
1417 1784 668 -50
1417 1804 707 -36
1417 1823 754 -26
1417 1841 813 -18
1417 1858 886 -12
1417 1874 975 -9
1417 1889 1079 -6
1417 1903 1196 -5
1417 1916 1319 -4
1417 1928 1445 -3
1417 1940 1566 -2
1417 1951 1678 -1
1417 1961 1777 -0
1417 1971 1861 -0
1417 1980 1926 -0
1417 1988 1971 -0
1417 1996 1994 -0
1417 2000 2000 0
1452 0 0 0
1452 3 0 -0
1452 11 1 -0
1452 19 2 -0
1452 28 4 -0
1452 38 5 -1
1452 48 6 -3
1452 59 5 -6
1452 71 2 -10
1452 83 -4 -16
1452 96 -15 -24
1452 110 -30 -34
1452 125 -52 -47
1452 141 -79 -63
1452 158 -112 -82
1452 176 -152 -104
1452 195 -198 -130
1452 215 -250 -160
1452 236 -307 -195
1452 258 -368 -233
1452 282 -431 -274
1452 306 -495 -318
1452 332 -556 -362
1452 359 -609 -403
1452 387 -651 -440
1452 417 -676 -469
1452 448 -684 -489
1452 479 -673 -499
1452 513 -647 -501
1452 547 -609 -496
1452 582 -566 -487
1452 618 -521 -477
1452 656 -477 -467
1452 694 -435 -459
1452 733 -397 -452
1452 773 -360 -448
1452 813 -325 -444
1452 854 -292 -440
1452 895 -258 -437
1452 937 -225 -433
1452 979 -192 -429
1452 1020 -158 -424
1452 1062 -125 -418
1452 1104 -91 -411
1452 1145 -57 -403
1452 1186 -23 -394
1452 1226 10 -384
1452 1266 44 -373
1452 1305 79 -360
1452 1343 114 -347
1452 1381 150 -332
1452 1417 186 -317
1452 1452 222 -300
1452 1486 259 -283
1452 1520 296 -264
1452 1551 333 -244
1452 1582 370 -224
1452 1612 407 -203
1452 1640 443 -181
1452 1667 478 -159
1452 1693 511 -137
1452 1717 544 -116
1452 1741 577 -95
1452 1763 610 -76
1452 1784 646 -59
1452 1804 687 -45
1452 1823 737 -33
1452 1841 800 -24
1452 1858 876 -17
1452 1874 968 -13
1452 1889 1074 -10
1452 1903 1191 -7
1452 1916 1315 -5
1452 1928 1441 -4
1452 1940 1562 -2
1452 1951 1674 -1
1452 1961 1774 -0
1452 1971 1858 -0
1452 1980 1925 -0
1452 1988 1970 -0
1452 1996 1994 -0
1452 2000 2000 0
1486 0 0 0
1486 3 0 -0
1486 11 1 -0
1486 19 4 -0
