
> data-vis@1.0.0 as1 /Users/saman/Projects/GitHub/data-vis
> node ./assignment-1/main.js

1858 1520 -76 -1204
1858 1551 -71 -1184
1858 1582 -65 -1158
1858 1612 -58 -1127
1858 1640 -48 -1091
1858 1667 -37 -1050
1858 1693 -22 -1004
1858 1717 -3 -954
1858 1741 20 -900
1858 1763 50 -842
1858 1784 87 -780
1858 1804 133 -714
1858 1823 189 -645
1858 1841 256 -573
1858 1858 336 -497
1858 1874 431 -421
1858 1889 541 -344
1858 1903 666 -271
1858 1916 805 -203
1858 1928 958 -143
1858 1940 1122 -93
1858 1951 1294 -55
1858 1961 1470 -28
1858 1971 1642 -12
1858 1980 1797 -3
1858 1988 1916 -0
1858 1996 1982 -0
1858 2000 2000 0
1874 0 0 0
1874 3 0 0
1874 11 0 0
1874 19 0 0
1874 28 1 0
1874 38 2 0
1874 48 4 1
1874 59 5 1
1874 71 7 3
1874 83 9 5
1874 96 11 7
1874 110 12 10
1874 125 13 13
1874 141 14 17
1874 158 14 22
1874 176 14 26
1874 195 12 30
1874 215 11 34
1874 236 8 38
1874 258 6 40
1874 282 3 41
1874 306 1 41
1874 332 -1 40
1874 359 -3 37
1874 387 -5 32
1874 417 -8 25
1874 448 -11 16
1874 479 -15 3
1874 513 -20 -13
1874 547 -26 -35
1874 582 -34 -63
1874 618 -44 -98
1874 656 -54 -141
1874 694 -66 -192
1874 733 -78 -253
1874 773 -89 -321
1874 813 -101 -395
1874 854 -110 -475
1874 895 -118 -558
1874 937 -124 -641
1874 979 -127 -723
1874 1020 -127 -801
1874 1062 -126 -873
1874 1104 -123 -940
1874 1145 -119 -1001
1874 1186 -114 -1055
1874 1226 -109 -1103
1874 1266 -104 -1144
1874 1305 -99 -1179
1874 1343 -95 -1208
1874 1381 -91 -1232
1874 1417 -88 -1251
1874 1452 -85 -1264
1874 1486 -83 -1272
1874 1520 -81 -1274
1874 1551 -79 -1270
1874 1582 -77 -1260
1874 1612 -73 -1243
1874 1640 -68 -1219
1874 1667 -60 -1188
1874 1693 -50 -1151
1874 1717 -36 -1106
1874 1741 -17 -1054
1874 1763 7 -995
1874 1784 38 -930
1874 1804 77 -859
1874 1823 126 -782
1874 1841 185 -700
1874 1858 257 -613
1874 1874 344 -523
1874 1889 447 -431
1874 1903 567 -342
1874 1916 706 -258
1874 1928 861 -183
1874 1940 1032 -120
1874 1951 1216 -72
1874 1961 1407 -37
1874 1971 1597 -16
1874 1980 1770 -5
1874 1988 1905 -0
1874 1996 1980 -0
1874 2000 2000 0
1889 0 0 0
1889 3 0 0
1889 11 0 0
1889 19 0 0
1889 28 1 0
1889 38 1 0
1889 48 2 0
1889 59 4 1
1889 71 5 2
1889 83 6 4
1889 96 8 6
1889 110 9 9
1889 125 10 12
1889 141 10 16
1889 158 11 20
1889 176 10 24
1889 195 9 28
1889 215 8 32
1889 236 6 35
1889 258 5 38
1889 282 3 40
1889 306 1 40
1889 332 -0 40
1889 359 -1 38
1889 387 -3 35
1889 417 -4 30
1889 448 -6 23
1889 479 -9 14
1889 513 -12 2
1889 547 -16 -13
1889 582 -22 -34
1889 618 -28 -61
1889 656 -35 -94
1889 694 -43 -135
1889 733 -52 -183
1889 773 -61 -239
1889 813 -70 -302
1889 854 -78 -371
1889 895 -85 -444
1889 937 -90 -521
1889 979 -94 -598
1889 1020 -96 -674
1889 1062 -96 -747
1889 1104 -95 -817
1889 1145 -93 -883
1889 1186 -91 -944
1889 1226 -88 -1000
1889 1266 -85 -1051
1889 1305 -82 -1097
1889 1343 -80 -1139
1889 1381 -78 -1176
1889 1417 -77 -1209
1889 1452 -77 -1238
1889 1486 -77 -1263
1889 1520 -77 -1283
1889 1551 -78 -1298
1889 1582 -78 -1308
1889 1612 -79 -1311
1889 1640 -77 -1307
1889 1667 -75 -1295
1889 1693 -70 -1275
1889 1717 -61 -1244
1889 1741 -49 -1204
1889 1763 -31 -1154
1889 1784 -7 -1093
1889 1804 22 -1022
1889 1823 62 -942
1889 1841 111 -852
1889 1858 173 -755
1889 1874 249 -651
1889 1889 343 -544
1889 1903 456 -436
1889 1916 591 -333
1889 1928 748 -238
1889 1940 926 -158
1889 1951 1123 -95
1889 1961 1332 -49
1889 1971 1543 -21
1889 1980 1737 -6
1889 1988 1891 -1
1889 1996 1977 -0
1889 2000 2000 0
1903 0 0 0
1903 3 0 0
1903 11 0 0
1903 19 0 0
1903 28 0 0
1903 38 1 0
1903 48 1 0
1903 59 2 1
1903 71 3 2
1903 83 4 3
1903 96 5 5
1903 110 6 8
1903 125 7 10
1903 141 7 14
1903 158 7 17
1903 176 7 21
1903 195 7 25
1903 215 6 29
1903 236 5 32
1903 258 3 35
1903 282 2 36
1903 306 1 37
1903 332 0 37
1903 359 -0 36
1903 387 -1 34
1903 417 -2 31
1903 448 -3 27
1903 479 -5 21
1903 513 -7 12
1903 547 -10 1
1903 582 -13 -14
1903 618 -17 -33
1903 656 -22 -58
1903 694 -28 -90
1903 733 -34 -127
1903 773 -40 -172
1903 813 -46 -223
1903 854 -52 -280
1903 895 -58 -342
1903 937 -62 -408
1903 979 -66 -477
1903 1020 -68 -546
1903 1062 -69 -615
1903 1104 -69 -682
1903 1145 -69 -747
1903 1186 -68 -808
1903 1226 -66 -867
1903 1266 -65 -921
1903 1305 -64 -973
1903 1343 -63 -1021
1903 1381 -62 -1067
1903 1417 -62 -1109
1903 1452 -63 -1150
1903 1486 -64 -1187
1903 1520 -66 -1222
1903 1551 -68 -1254
1903 1582 -71 -1283
1903 1612 -74 -1307
1903 1640 -76 -1325
1903 1667 -77 -1337
1903 1693 -77 -1341
1903 1717 -74 -1335
1903 1741 -69 -1318
1903 1763 -59 -1288
1903 1784 -44 -1245
1903 1804 -24 -1188
1903 1823 3 -1115
1903 1841 40 -1028
1903 1858 88 -927
1903 1874 151 -814
1903 1889 231 -692
1903 1903 333 -564
1903 1916 460 -437
1903 1928 616 -318
1903 1940 800 -213
1903 1951 1010 -129
1903 1961 1240 -68
1903 1971 1475 -29
1903 1980 1696 -9
1903 1988 1873 -1
1903 1996 1973 -0
1903 2000 2000 0
1916 0 0 0
1916 3 0 0
1916 11 0 0
1916 19 0 0
1916 28 0 0
1916 38 0 0
1916 48 1 0
1916 59 1 1
1916 71 2 1
1916 83 3 3
1916 96 3 4
1916 110 4 6
1916 125 5 9
1916 141 5 12
1916 158 5 15
1916 176 5 18
1916 195 4 22
1916 215 4 25
1916 236 3 28
1916 258 2 30
1916 282 1 32
1916 306 1 33
1916 332 0 34
1916 359 -0 33
1916 387 -0 32
1916 417 -1 30
1916 448 -1 27
1916 479 -2 23
1916 513 -4 17
1916 547 -5 9
1916 582 -7 -0
1916 618 -10 -15
1916 656 -13 -33
1916 694 -17 -56
1916 733 -21 -85
1916 773 -25 -119
1916 813 -29 -159
1916 854 -33 -204
1916 895 -37 -255
1916 937 -41 -309
1916 979 -44 -367
1916 1020 -46 -427
1916 1062 -47 -487
1916 1104 -48 -547
1916 1145 -48 -606
1916 1186 -47 -664
1916 1226 -47 -719
1916 1266 -46 -773
1916 1305 -46 -824
1916 1343 -45 -873
1916 1381 -45 -920
1916 1417 -46 -966
1916 1452 -47 -1011
1916 1486 -49 -1054
1916 1520 -51 -1097
1916 1551 -54 -1140
1916 1582 -57 -1181
1916 1612 -61 -1220
1916 1640 -65 -1258
1916 1667 -68 -1291
1916 1693 -71 -1320
1916 1717 -73 -1341
1916 1741 -73 -1354
1916 1763 -71 -1355
1916 1784 -65 -1342
1916 1804 -55 -1314
1916 1823 -40 -1267
1916 1841 -18 -1202
1916 1858 13 -1115
1916 1874 57 -1008
1916 1889 118 -881
1916 1903 202 -739
1916 1916 314 -588
1916 1928 462 -438
1916 1940 648 -300
1916 1951 871 -185
1916 1961 1123 -99
1916 1971 1389 -43
1916 1980 1643 -14
1916 1988 1850 -2
1916 1996 1968 -0
1916 2000 2000 0
1928 0 0 0
1928 3 0 0
1928 11 0 0
1928 19 0 0
1928 28 0 0
1928 38 0 0
1928 48 0 0
1928 59 1 0
1928 71 1 1
1928 83 1 2
1928 96 2 3
1928 110 2 5
1928 125 3 7
1928 141 3 9
1928 158 3 12
1928 176 3 15
1928 195 3 18
1928 215 2 21
1928 236 2 24
1928 258 1 26
1928 282 1 27
1928 306 0 28
1928 332 0 29
1928 359 -0 29
1928 387 -0 28
1928 417 -0 27
1928 448 -0 25
1928 479 -1 23
1928 513 -2 19
1928 547 -3 14
1928 582 -4 6
1928 618 -5 -3
1928 656 -7 -16
1928 694 -9 -32
1928 733 -12 -53
1928 773 -15 -79
1928 813 -17 -109
1928 854 -20 -144
1928 895 -23 -183
1928 937 -25 -226
1928 979 -27 -273
1928 1020 -28 -321
1928 1062 -30 -372
1928 1104 -30 -422
1928 1145 -31 -473
1928 1186 -31 -523
1928 1226 -30 -572
1928 1266 -30 -619
1928 1305 -30 -666
1928 1343 -30 -711
1928 1381 -30 -755
1928 1417 -31 -798
1928 1452 -32 -842
1928 1486 -33 -885
1928 1520 -35 -929
1928 1551 -38 -974
1928 1582 -41 -1019
1928 1612 -44 -1066
1928 1640 -48 -1113
1928 1667 -52 -1159
1928 1693 -56 -1204
1928 1717 -60 -1247
1928 1741 -64 -1285
1928 1763 -66 -1316
1928 1784 -67 -1337
1928 1804 -65 -1347
1928 1823 -61 -1341
1928 1841 -53 -1315
1928 1858 -38 -1267
1928 1874 -15 -1193
1928 1889 20 -1090
1928 1903 76 -957
1928 1916 162 -798
1928 1928 287 -621
1928 1940 463 -442
1928 1951 692 -280
1928 1961 969 -153
1928 1971 1273 -67
1928 1980 1571 -22
1928 1988 1818 -4
1928 1996 1962 -0
1928 2000 2000 0
1940 0 0 0
1940 3 -0 0
1940 11 -0 0
1940 19 0 0
1940 28 0 0
1940 38 0 0
1940 48 0 0
1940 59 0 0
1940 71 0 1
1940 83 1 1
1940 96 1 2
1940 110 1 4
1940 125 1 5
1940 141 2 7
1940 158 2 10
1940 176 2 12
1940 195 1 14
1940 215 1 17
1940 236 1 19
1940 258 1 21
1940 282 0 22
1940 306 0 23
1940 332 0 23
1940 359 0 23
1940 387 -0 23
1940 417 -0 23
1940 448 -0 22
1940 479 -0 20
1940 513 -1 18
1940 547 -1 14
1940 582 -2 10
1940 618 -3 3
1940 656 -4 -5
1940 694 -5 -17
1940 733 -6 -32
1940 773 -8 -50
1940 813 -9 -72
1940 854 -11 -97
1940 895 -13 -127
1940 937 -14 -159
1940 979 -15 -195
1940 1020 -16 -233
1940 1062 -17 -272
1940 1104 -18 -312
1940 1145 -18 -353
1940 1186 -18 -394
1940 1226 -18 -434
1940 1266 -18 -474
1940 1305 -18 -512
1940 1343 -18 -551
1940 1381 -18 -588
1940 1417 -19 -626
1940 1452 -20 -664
1940 1486 -21 -702
1940 1520 -22 -742
1940 1551 -24 -783
1940 1582 -26 -825
1940 1612 -29 -870
1940 1640 -32 -917
1940 1667 -35 -965
1940 1693 -39 -1016
1940 1717 -42 -1067
1940 1741 -46 -1118
1940 1763 -50 -1167
1940 1784 -54 -1213
1940 1804 -56 -1253
1940 1823 -59 -1285
1940 1841 -60 -1304
1940 1858 -59 -1308
1940 1874 -54 -1290
1940 1889 -42 -1243
1940 1903 -17 -1160
1940 1916 29 -1035
1940 1928 113 -866
1940 1940 253 -662
1940 1951 467 -447
1940 1961 758 -255
1940 1971 1107 -116
1940 1980 1466 -38
1940 1988 1772 -7
1940 1996 1952 -0
1940 2000 2000 0
1951 0 0 0
1951 3 -0 0
1951 11 -0 0
1951 19 -0 0
1951 28 -0 0
1951 38 0 0
1951 48 0 0
1951 59 0 0
1951 71 0 0
1951 83 0 1
1951 96 0 1
1951 110 0 2
1951 125 1 4
1951 141 1 5
1951 158 1 7
1951 176 1 9
1951 195 1 11
1951 215 0 13
1951 236 0 14
1951 258 0 16
1951 282 0 17
1951 306 0 17
1951 332 0 18
1951 359 0 18
1951 387 -0 18
1951 417 -0 18
1951 448 -0 17
1951 479 -0 16
1951 513 -0 15
1951 547 -0 13
1951 582 -1 10
1951 618 -1 6
1951 656 -2 0
1951 694 -2 -7
1951 733 -3 -17
1951 773 -4 -30
1951 813 -5 -45
1951 854 -5 -63
1951 895 -6 -84
1951 937 -7 -107
1951 979 -8 -133
1951 1020 -8 -161
1951 1062 -9 -190
1951 1104 -9 -220
1951 1145 -9 -251
1951 1186 -10 -282
1951 1226 -10 -312
1951 1266 -10 -343
1951 1305 -10 -373
1951 1343 -10 -403
1951 1381 -10 -433
1951 1417 -10 -462
1951 1452 -11 -492
1951 1486 -11 -523
1951 1520 -12 -555
1951 1551 -13 -589
1951 1582 -14 -624
1951 1612 -16 -662
1951 1640 -18 -702
1951 1667 -20 -745
1951 1693 -23 -790
1951 1717 -25 -839
1951 1741 -28 -889
1951 1763 -32 -941
1951 1784 -35 -994
1951 1804 -39 -1047
1951 1823 -42 -1099
1951 1841 -47 -1147
1951 1858 -51 -1190
1951 1874 -56 -1223
1951 1889 -59 -1242
1951 1903 -59 -1236
1951 1916 -48 -1193
1951 1928 -16 -1096
1951 1940 60 -933
1951 1951 213 -706
1951 1961 476 -447
1951 1971 856 -220
1951 1980 1299 -75
1951 1988 1696 -14
1951 1996 1935 -0
1951 2000 2000 0
1961 0 0 0
1961 3 -0 -0
1961 11 -0 -0
1961 19 -0 -0
1961 28 -0 -0
1961 38 0 0
1961 48 0 0
1961 59 0 0
1961 71 0 0
1961 83 0 0
1961 96 0 1
1961 110 0 2
1961 125 0 2
1961 141 0 4
1961 158 0 5
1961 176 0 6
1961 195 0 7
1961 215 0 9
1961 236 0 10
1961 258 0 11
1961 282 0 12
1961 306 0 12
1961 332 0 12
1961 359 0 13
1961 387 0 13
1961 417 -0 13
1961 448 -0 12
1961 479 -0 12
1961 513 -0 11
1961 547 -0 10
1961 582 -0 8
1961 618 -0 6
1961 656 -0 2
1961 694 -1 -2
1961 733 -1 -8
1961 773 -1 -16
1961 813 -2 -26
1961 854 -2 -38
1961 895 -3 -52
1961 937 -3 -68
1961 979 -3 -85
1961 1020 -4 -104
1961 1062 -4 -124
1961 1104 -4 -145
1961 1145 -4 -166
1961 1186 -4 -188
1961 1226 -4 -210
1961 1266 -4 -231
1961 1305 -4 -253
1961 1343 -4 -274
1961 1381 -4 -296
1961 1417 -5 -317
1961 1452 -5 -339
1961 1486 -5 -361
1961 1520 -6 -384
1961 1551 -6 -409
1961 1582 -7 -435
1961 1612 -8 -463
1961 1640 -9 -494
1961 1667 -10 -527
1961 1693 -11 -562
1961 1717 -13 -601
1961 1741 -14 -642
1961 1763 -16 -686
1961 1784 -19 -733
1961 1804 -21 -782
1961 1823 -24 -833
1961 1841 -27 -887
1961 1858 -32 -941
1961 1874 -37 -998
1961 1889 -45 -1053
1961 1903 -53 -1105
1961 1916 -62 -1145
1961 1928 -65 -1156
1961 1940 -51 -1112
1961 1951 8 -977
1961 1961 169 -735
1961 1971 500 -427
1961 1980 1012 -166
1961 1988 1558 -34
1961 1996 1905 -2
1961 2000 2000 0
1971 0 0 0
1971 3 -0 -0
1971 11 -0 -0
1971 19 -0 -0
1971 28 -0 -0
1971 38 -0 -0
1971 48 0 -0
1971 59 0 0
1971 71 0 0
1971 83 0 0
1971 96 0 0
1971 110 0 1
1971 125 0 1
1971 141 0 2
1971 158 0 3
1971 176 0 4
1971 195 0 5
1971 215 0 5
1971 236 0 6
1971 258 0 7
1971 282 0 7
1971 306 0 7
1971 332 0 8
1971 359 0 8
1971 387 0 8
1971 417 -0 8
1971 448 -0 8
1971 479 -0 8
1971 513 -0 7
1971 547 -0 7
1971 582 -0 6
1971 618 -0 4
1971 656 -0 2
1971 694 -0 -0
1971 733 -0 -3
1971 773 -0 -8
1971 813 -0 -14
1971 854 -1 -21
1971 895 -1 -29
1971 937 -1 -39
1971 979 -1 -50
1971 1020 -1 -61
1971 1062 -1 -74
1971 1104 -1 -87
1971 1145 -1 -100
1971 1186 -1 -114
1971 1226 -1 -128
1971 1266 -1 -141
1971 1305 -1 -155
1971 1343 -1 -169
1971 1381 -1 -182
1971 1417 -2 -196
1971 1452 -2 -210
1971 1486 -2 -224
1971 1520 -2 -239
1971 1551 -2 -255
1971 1582 -2 -272
1971 1612 -3 -291
1971 1640 -3 -311
1971 1667 -4 -333
1971 1693 -4 -357
1971 1717 -5 -383
1971 1741 -6 -412
1971 1763 -7 -443
1971 1784 -8 -476
1971 1804 -9 -512
1971 1823 -10 -551
1971 1841 -12 -593
1971 1858 -14 -639
1971 1874 -18 -690
1971 1889 -22 -746
1971 1903 -29 -809
1971 1916 -38 -879
1971 1928 -50 -953
1971 1940 -63 -1020
1971 1951 -69 -1047
1971 1961 -35 -972
1971 1971 126 -730
1971 1980 561 -368
1971 1988 1276 -94
1971 1996 1842 -6
1971 2000 2000 0
1980 0 0 0
1980 3 -0 -0
1980 11 -0 -0
1980 19 -0 -0
1980 28 -0 -0
1980 38 -0 -0
1980 48 0 -0
1980 59 0 0
1980 71 0 0
1980 83 0 0
1980 96 0 0
1980 110 0 0
1980 125 0 0
1980 141 0 1
1980 158 0 1
1980 176 0 2
1980 195 0 2
1980 215 0 3
1980 236 0 3
1980 258 0 3
1980 282 0 4
1980 306 0 4
1980 332 0 4
1980 359 0 4
1980 387 0 4
1980 417 0 4
1980 448 -0 4
1980 479 -0 4
1980 513 -0 4
1980 547 -0 4
1980 582 -0 3
1980 618 -0 2
1980 656 -0 1
1980 694 -0 0
1980 733 -0 -1
1980 773 -0 -3
1980 813 -0 -6
1980 854 -0 -10
1980 895 -0 -14
1980 937 -0 -19
1980 979 -0 -25
1980 1020 -0 -31
1980 1062 -0 -37
1980 1104 -0 -44
1980 1145 -0 -51
1980 1186 -0 -59
1980 1226 -0 -66
1980 1266 -0 -73
1980 1305 -0 -81
1980 1343 -0 -88
1980 1381 -0 -95
1980 1417 -0 -103
1980 1452 -0 -110
1980 1486 -0 -118
1980 1520 -0 -126
1980 1551 -0 -135
1980 1582 -0 -144
1980 1612 -0 -154
1980 1640 -1 -165
1980 1667 -1 -177
1980 1693 -1 -191
1980 1717 -1 -205
1980 1741 -1 -221
1980 1763 -2 -239
1980 1784 -2 -258
1980 1804 -2 -279
1980 1823 -3 -303
1980 1841 -3 -328
1980 1858 -4 -356
1980 1874 -6 -389
1980 1889 -7 -426
1980 1903 -10 -471
1980 1916 -14 -525
1980 1928 -20 -591
1980 1940 -30 -674
1980 1951 -46 -774
1980 1961 -66 -875
1980 1971 -62 -894
1980 1980 99 -673
1980 1988 724 -262
1980 1996 1683 -22
1980 2000 2000 0
1988 0 0 0
1988 3 -0 -0
1988 11 -0 -0
1988 19 -0 -0
1988 28 -0 -0
1988 38 -0 -0
1988 48 0 -0
1988 59 0 -0
1988 71 0 0
1988 83 0 0
1988 96 0 0
1988 110 0 0
1988 125 0 0
1988 141 0 0
1988 158 0 0
1988 176 0 0
1988 195 0 1
1988 215 0 1
1988 236 0 1
1988 258 0 1
1988 282 0 1
1988 306 0 1
1988 332 0 1
1988 359 0 1
1988 387 0 1
1988 417 0 1
1988 448 -0 1
1988 479 -0 1
1988 513 -0 1
1988 547 -0 1
1988 582 -0 1
1988 618 -0 1
1988 656 -0 0
1988 694 -0 0
1988 733 -0 -0
1988 773 -0 -1
1988 813 -0 -2
1988 854 -0 -3
1988 895 -0 -5
1988 937 -0 -7
1988 979 -0 -9
1988 1020 -0 -11
1988 1062 -0 -14
1988 1104 -0 -17
1988 1145 -0 -19
1988 1186 -0 -22
1988 1226 -0 -25
1988 1266 -0 -28
1988 1305 -0 -31
1988 1343 -0 -34
1988 1381 -0 -37
1988 1417 -0 -39
1988 1452 -0 -42
1988 1486 -0 -46
1988 1520 -0 -49
1988 1551 -0 -52
1988 1582 -0 -56
1988 1612 -0 -60
1988 1640 -0 -64
1988 1667 -0 -69
1988 1693 -0 -74
1988 1717 -0 -80
1988 1741 -0 -87
1988 1763 -0 -94
1988 1784 -0 -102
1988 1804 -0 -110
1988 1823 -0 -120
1988 1841 -0 -131
1988 1858 -0 -143
1988 1874 -1 -157
1988 1889 -1 -173
1988 1903 -2 -193
1988 1916 -2 -218
1988 1928 -4 -250
1988 1940 -6 -294
1988 1951 -11 -355
1988 1961 -21 -447
1988 1971 -44 -589
1988 1980 -59 -732
1988 1988 118 -544
1988 1996 1119 -149
1988 2000 2000 0
1996 0 0 0
1996 3 0 0
1996 11 -0 -0
1996 19 -0 -0
1996 28 -0 -0
1996 38 -0 -0
1996 48 0 -0
1996 59 0 -0
1996 71 0 0
1996 83 0 0
1996 96 0 0
1996 110 0 0
1996 125 0 0
1996 141 0 0
1996 158 0 0
1996 176 0 0
1996 195 0 0
1996 215 0 0
1996 236 0 0
1996 258 0 0
1996 282 0 0
1996 306 0 0
1996 332 0 0
1996 359 0 0
1996 387 0 0
1996 417 0 0
1996 448 -0 0
1996 479 -0 0
1996 513 -0 0
1996 547 -0 0
1996 582 -0 0
1996 618 -0 0
1996 656 -0 0
1996 694 -0 0
1996 733 -0 -0
1996 773 -0 -0
1996 813 -0 -0
1996 854 -0 -0
1996 895 -0 -1
1996 937 -0 -1
1996 979 -0 -1
1996 1020 -0 -2
1996 1062 -0 -2
1996 1104 -0 -3
1996 1145 -0 -3
1996 1186 -0 -4
1996 1226 -0 -5
1996 1266 -0 -5
1996 1305 -0 -6
1996 1343 -0 -6
1996 1381 -0 -7
1996 1417 -0 -8
1996 1452 -0 -8
1996 1486 -0 -9
1996 1520 -0 -9
1996 1551 -0 -10
1996 1582 -0 -11
1996 1612 -0 -12
1996 1640 -0 -13
1996 1667 -0 -13
1996 1693 -0 -15
1996 1717 -0 -16
1996 1741 -0 -17
1996 1763 -0 -19
1996 1784 -0 -20
1996 1804 -0 -22
1996 1823 -0 -24
1996 1841 -0 -26
1996 1858 -0 -29
1996 1874 -0 -32
1996 1889 -0 -35
1996 1903 -0 -39
1996 1916 -0 -44
1996 1928 -0 -51
1996 1940 -0 -61
1996 1951 -0 -75
1996 1961 -1 -97
1996 1971 -3 -137
1996 1980 -12 -228
1996 1988 -63 -481
1996 1996 335 -335
1996 2000 2000 0
2000 0 0 0
2000 3 0 0
2000 11 0 0
2000 19 0 0
2000 28 0 0
2000 38 0 0
2000 48 0 0
2000 59 0 0
2000 71 0 0
2000 83 0 0
2000 96 0 0
2000 110 0 0
2000 125 0 0
2000 141 0 0
2000 158 0 0
2000 176 0 0
2000 195 0 0
2000 215 0 0
2000 236 0 0
2000 258 0 0
2000 282 0 0
2000 306 0 0
2000 332 0 0
2000 359 0 0
2000 387 0 0
2000 417 0 0
2000 448 0 0
2000 479 0 0
2000 513 0 0
2000 547 0 0
2000 582 0 0
2000 618 0 0
2000 656 0 0
2000 694 0 0
2000 733 0 0
2000 773 0 0
2000 813 0 0
2000 854 0 0
2000 895 0 0
2000 937 0 0
2000 979 0 0
2000 1020 0 0
2000 1062 0 0
2000 1104 0 0
2000 1145 0 0
2000 1186 0 0
2000 1226 0 0
2000 1266 0 0
2000 1305 0 0
2000 1343 0 0
2000 1381 0 0
2000 1417 0 0
2000 1452 0 0
2000 1486 0 0
2000 1520 0 0
2000 1551 0 0
2000 1582 0 0
2000 1612 0 0
2000 1640 0 0
2000 1667 0 0
2000 1693 0 0
2000 1717 0 0
2000 1741 0 0
2000 1763 0 0
2000 1784 0 0
2000 1804 0 0
2000 1823 0 0
2000 1841 0 0
2000 1858 0 0
2000 1874 0 0
2000 1889 0 0
2000 1903 0 0
2000 1916 0 0
2000 1928 0 0
2000 1940 0 0
2000 1951 0 0
2000 1961 0 0
2000 1971 0 0
2000 1980 0 0
2000 1988 0 0
2000 1996 0 0
2000 2000 0 0
'/Users/saman/Projects/GitHub/data-vis/assignment-1/image.png' Saved!
